ngram,freq,cumshare,en
היצר,1971,0.69,created
הצור,1971,0.69,the flint
מקומיות,1970,0.69,Locality
פליישר,1970,0.69,Fleischer
הנחה,1970,0.69,discount
והתיישבתי,1970,0.69,And I sat down
הספינה,1970,0.69,the ship
פמיניסטיות,1969,0.69,Feminists
רוזוולט,1969,0.69,Roosevelt
מא,1969,0.69,ma
שכונת,1969,0.69,a neighborhood
לקוראיו,1969,0.69,to his readers
לפניך,1968,0.69,in front of you
פנוי,1968,0.69,vacant
תופעת,1968,0.69,phenomenon
שערפאת,1968,0.69,Sharfat
ןושארה,1968,0.69,left
עמך,1968,0.69,with you
חסרת,1968,0.69,missing
תימן,1968,0.69,Yemen
השו,1968,0.69,the show
הרומית,1967,0.69,the roman
עומרי,1967,0.69,Omri
שתיים,1967,0.69,two
עיץ,1967,0.69,egg
הווקף,1966,0.691,The Waqf
ממלכתיים,1966,0.691,state
כמותו,1966,0.691,like him
בדור,1966,0.691,in a generation
המבט,1966,0.691,perspective
השקפת,1966,0.691,view
לעין,1966,0.691,to the eye
משמעתי,1965,0.691,disciplinary
אזרחי,1965,0.691,civil
טבריה,1964,0.691,Tiberias
קיבוצית,1964,0.691,kibbutz
התעוררות,1964,0.691,awakening
מתים,1964,0.691,dead
מחייכת,1964,0.691,smiling
ברוריה,1963,0.691,Broria
נהיה,1963,0.691,yearning
המופיע,1963,0.691,appearing
תפיסתו,1963,0.691,his perception
רונה,1963,0.691,Rona
השלטונית,1963,0.691,the government
המזרן,1963,0.691,the mattress
החלוקה,1963,0.691,the division
כול,1963,0.691,all
הטובים,1962,0.691,the good ones
גופים,1962,0.691,bodies
סעיפים,1962,0.691,clauses
ביצירה,1961,0.691,in creation
רוברט,1961,0.691,Robert
לפיקוד,1961,0.691,to command
הגבוה,1961,0.691,the tall
"ס""ל",1961,0.691,basket
המסע,1961,0.691,the journey
ליבס,1961,0.692,Libs
הקובע,1961,0.692,the determiner
קובעת,1960,0.692,determines
מחירים,1960,0.692,prices
עוז,1960,0.692,courage
הקבלן,1960,0.692,the contractor
היכא,1959,0.692,this is it
לפנים,1959,0.692,forward
לעצור,1959,0.692,to stop
מוגבל,1958,0.692,limited
הביט,1958,0.692,looked
מפקדת,1958,0.692,commanding officer
קאופמן,1957,0.692,Kaufman
במשטרה,1957,0.692,in the police
כוכבא,1957,0.692,Kochba
מגילה,1957,0.692,scroll
הדתיים,1957,0.692,the religious
שהגיעה,1956,0.692,which arrived
"ט""ו",1956,0.692,Tu
אולגה,1956,0.692,Olga
שוועדת,1956,0.692,committee
נקט,1956,0.692,took
לשנת,1955,0.692,for the year
מציעא,1955,0.692,Metzia
בפריפריה,1955,0.692,in the periphery
לכיתה,1955,0.692,to class
אה,1955,0.692,ah
ובץ,1954,0.692,and mud
ארגונים,1954,0.692,organizations
בדמיוני,1954,0.692,in my imagination
אלכס,1954,0.692,Alex
ההלכתי,1953,0.692,the halachic
מכריע,1953,0.693,crucial
המגדר,1953,0.693,the gender
החוקים,1953,0.693,the rules
שגב,1953,0.693,exaltation
לדור,1953,0.693,to a generation
הבכירים,1953,0.693,the seniors
דנקודים,1952,0.693,Dancodes
שביט,1952,0.693,comet
תרבותית,1952,0.693,culturally
הדרכים,1952,0.693,the ways
היודנרט,1952,0.693,The Judenart
כפריים,1951,0.693,rural people
ריק,1951,0.693,blank
הסמוכה,1951,0.693,the nearby
אישיים,1951,0.693,personal
למסורת,1951,0.693,to tradition
השכלה,1951,0.693,education
הרוויזיוניסטית,1950,0.693,the revisionist
שמעבר,1950,0.693,beyond
"תו""מ",1950,0.693,Memorandum of Understanding
הסדרה,1950,0.693,the series
כיוצא,1949,0.693,etc
בממוצע,1949,0.693,on average
"המח""ט",1949,0.693,the brigadier general
מייסדי,1949,0.693,my founders
אוסף,1949,0.693,a collection
מענה,1948,0.693,response
הוויכוחים,1948,0.693,the arguments
הקשישים,1948,0.693,Seniors
לערפאת,1948,0.693,to Arafat
להתייחם,1948,0.693,to reconcile
שליד,1948,0.693,next to
להיזהר,1948,0.694,be careful
בשכונת,1947,0.694,in the neighborhood
לסלון,1947,0.694,to the living room
משוררת,1947,0.694,a poet
םירבדה,1947,0.694,Shirvada
התלמיד,1947,0.694,the student
העניינים,1947,0.694,the matters
המזרחיות,1947,0.694,the orientals
הצורות,1947,0.694,the shapes
השיקום,1947,0.694,the restoration
המקרקעין,1946,0.694,the real estate
מטפורי,1946,0.694,metaphorical
יבואו,1946,0.694,will come
חופשי,1945,0.694,free
לאמנות,1945,0.694,to art
פיטר,1945,0.694,Peter
איוב,1945,0.694,job
להסתכל,1944,0.694,to look
באוגוסט,1944,0.694,in august
מגדרית,1944,0.694,gender
הסיכון,1944,0.694,the risk
ובלי,1944,0.694,and without
עשיר,1944,0.694,rich
הנקודה,1943,0.694,the point
שהכל,1943,0.694,that everything
צורח,1943,0.694,screams
הבולשת,1943,0.694,the detective
צבאיות,1943,0.694,military
מטרם,1943,0.694,from
כמוהו,1942,0.694,like him
מאייר,1942,0.694,illustrator
ניגש,1942,0.694,approached
השלכות,1941,0.695,consequences
בעירק,1941,0.695,in Iraq
לשכתו,1941,0.695,his office
הביקורתית,1941,0.695,the critical
בדצמבר,1941,0.695,In December
רוחו,1941,0.695,his spirit
העדות,1941,0.695,the testimony
התיל,1940,0.695,the wire
"הראב""ד",1940,0.695,The Rabbid
ההשגחה,1940,0.695,the providence
קונקרטי,1940,0.695,concrete
להצביע,1939,0.695,to point out
למזכיר,1939,0.695,to the secretary
לחוץ,1939,0.695,pressed
אסטרטגיים,1938,0.695,strategic
שעסקה,1937,0.695,that deal
נפגעו,1937,0.695,were hurt
גרינברג,1937,0.695,Greenberg
העוסק,1936,0.695,the dealer
משרדי,1936,0.695,office
אידאולוגי,1936,0.695,ideological
להו,1935,0.695,to him
דרור,1935,0.695,sparrow
כותרות,1935,0.695,titles
רוסים,1935,0.695,Russians
חלילה,1935,0.695,God forbid
בפעולה,1934,0.695,action
התיאולוגיה,1934,0.695,theology
זיעה,1934,0.695,sweat
מאתנו,1934,0.695,from us
בבינה,1934,0.695,Bina
צדאם,1934,0.695,sadam
השונה,1933,0.695,the different
אכילת,1933,0.696,eating
גבורה,1933,0.696,heroism
גופא,1933,0.696,in person
מסאלחה,1933,0.696,sorry
בוחנת,1932,0.696,examining
הספרותיים,1932,0.696,the literary
יובל,1932,0.696,jubilee
גרמני,1932,0.696,German
הקינה,1932,0.696,the lamentation
הבל,1932,0.696,steam
מסדר,1932,0.696,order
הפגיעה,1931,0.696,the injury
מקובצת,1931,0.696,grouped
המיוחדים,1931,0.696,the special ones
המלכותית,1931,0.696,the royal
בביירות,1931,0.696,in Beirut
הנימוקים,1931,0.696,the reasons
מזרחה,1930,0.696,eastward
בריטב,1930,0.696,in sauce
לאלה,1930,0.696,for those
לשתי,1930,0.696,for two
השמיים,1930,0.696,heaven
שץ,1929,0.696,Shatz
נותנת,1929,0.696,giving
הממלכה,1929,0.696,the kingdom
בלימוד,1929,0.696,in study
מצפן,1929,0.696,compass
פלא,1929,0.696,wonder
ליהוה,1929,0.696,to Jehovah
"י""ח",1929,0.696,18
לתבוע,1928,0.696,sue
אפיונים,1928,0.696,characterizations
עבדים,1928,0.697,slaves
השותפים,1928,0.697,the partners
דעתי,1928,0.697,my opinion
בטבע,1927,0.697,in nature
דאמא,1927,0.697,Dama
הסוציאליסטית,1927,0.697,the socialist
פרטית,1926,0.697,private
פרדוקסלי,1926,0.697,paradoxical
נכנם,1926,0.697,we will
הבדווי,1926,0.697,the bedouin
הטור,1926,0.697,the column
חיליק,1925,0.697,skated
האמריקנית,1925,0.697,the american
אופוזיציה,1925,0.697,opposition
כלפיו,1925,0.697,towards him
הקשרים,1925,0.697,the connections
מערביים,1925,0.697,Westerners
מעשר,1925,0.697,tithe
באחריות,1924,0.697,under responsibility
שהייתי,1924,0.697,I was
עימו,1924,0.697,with him
רפואה,1924,0.697,medicine
אמאי,1923,0.697,mother
ייחודיים,1923,0.697,unique
תענוג,1922,0.697,pleasure
הלומדים,1922,0.697,the learners
הבחנה,1922,0.697,distinction
לחבר,1922,0.697,connect
הראווה,1921,0.697,the showcase
הגבר,1921,0.697,the man
במכתב,1921,0.697,in a letter
פורמלי,1921,0.697,formal
האחים,1921,0.697,the brothers
שופר,1920,0.698,shofar
הממשל,1920,0.698,the administration
נוגעת,1920,0.698,touching
הז'אנר,1920,0.698,the genre
השכירים,1919,0.698,the hirelings
בדורות,1919,0.698,in generations
זמנית,1919,0.698,temporarily
רגש,1919,0.698,emotion
הגענו,1919,0.698,we arrived
מהבית,1918,0.698,from home
במעברה,1918,0.698,in the passage
בזנות,1918,0.698,in prostitution
מקוס,1917,0.698,from Cos
זכור,1917,0.698,remember
לציבור,1917,0.698,to the public
נערכה,1917,0.698,was held
הכפרית,1916,0.698,the countryside
מחפש,1916,0.698,looking for
לתיאטרון,1916,0.698,to the theater
הרוסית,1915,0.698,the Russian
פרלמנטרית,1915,0.698,parliamentary
כשרה,1915,0.698,kosher
גיבוריו,1915,0.698,his heroes
זנדברג,1915,0.698,Zandberg
ואדי,1915,0.698,and Eddie
הריאליזם,1915,0.698,realism
מועילה,1914,0.698,helpful
הרפורמית,1914,0.698,the reformist
רדיקלית,1914,0.698,radical
לטרון,1914,0.698,Letron
יהודיות,1914,0.698,Jewishness
השיעור,1914,0.698,the lesson
תבשוח,1914,0.699,you will be washed away
ראויים,1914,0.699,worthy
חצות,1913,0.699,midnight
הניתוחים,1913,0.699,the surgeries
המבצעית,1913,0.699,the operational
גרעין,1912,0.699,nucleus
האובייקט,1911,0.699,the object
הבולטים,1911,0.699,the ones that stand out
תחושות,1910,0.699,feelings
באתי,1910,0.699,I came
עפ,1910,0.699,Af
מכירת,1910,0.699,sale
לאישה,1910,0.699,to a woman
הצליחה,1909,0.699,succeeded
בכח,1909,0.699,forcibly
נביא,1909,0.699,prophet
נורדאו,1909,0.699,Nordeau
העיונית,1909,0.699,the theoretical
נועם,1909,0.699,pleasantness
אמרי,1908,0.699,say
גרמניות,1908,0.699,Germanness
החריזה,1908,0.699,the rhyme
הבריגדה,1908,0.699,the brigade
אלימות,1908,0.699,violence
קיסינג'ר,1907,0.699,Kissinger
הקיומי,1907,0.699,the existential
הבעייתיות,1907,0.699,the problematic
המעמדית,1907,0.699,the class
החדרים,1907,0.699,the rooms
מכירים,1907,0.699,acquaintance
שיקולים,1906,0.699,considerations
מתוארת,1906,0.699,is described
ברוד,1905,0.699,broad
חוזה,1905,0.7,contract
ירדו,1905,0.7,came down
במדינת,1905,0.7,in the state
פמיניסטית,1905,0.7,feminist
להצלת,1905,0.7,to the rescue
והראב,1904,0.7,and the rabbi
לגבות,1904,0.7,collect
ללבנון,1904,0.7,to Lebanon
ההונגרים,1903,0.7,The Hungarians
העצמית,1903,0.7,the self
מיקום,1903,0.7,location
המקצועיות,1903,0.7,the professionalism
לפתרון,1903,0.7,for solution
לקהילה,1902,0.7,to the community
ההלוויה,1902,0.7,the funeral
מפא,1902,0.7,Mapa
בקצה,1902,0.7,at the end
חזייל,1901,0.7,Haziel
לרעוד,1901,0.7,shake
הארון,1901,0.7,Cupboard
עני,1901,0.7,poor
לצרף,1901,0.7,attach
היענות,1900,0.7,Responsiveness
סולם,1900,0.7,ladder
במיוהד,1900,0.7,in Muehed
מלח,1900,0.7,salt
איתן,1900,0.7,strong
נתנאל,1900,0.7,Nathaniel
נורו,1900,0.7,were shot
החקלאי,1900,0.7,the farmer
הגנרל,1899,0.7,the general
פיחות,1899,0.7,devaluation
"יקו""ק",1899,0.7,YKK
והא,1899,0.701,and the
"עפ""י",1899,0.701,according to
דמים,1899,0.701,blood
האגו,1899,0.701,the ego
באזורי,1899,0.701,in my area
מחלה,1899,0.701,disease
הבסיסית,1899,0.701,the basic
ןיאש,1899,0.701,desperate
לצדי,1898,0.701,by my side
גמליאל,1898,0.701,Gamaliel
יעילות,1898,0.701,efficiency
הגידול,1898,0.701,the tumor
האוטופיה,1898,0.701,the utopia
הכמעט,1897,0.701,the almost
לשכונות,1896,0.701,to the neighborhoods
פסחים,1896,0.701,Passovers
מגידו,1896,0.701,Megiddo
שעת,1896,0.701,an hour
לתקציב,1896,0.701,to the budget
הגדרה,1896,0.701,definition
הכתבה,1895,0.701,article
ולומר,1895,0.701,and say
האסתטית,1895,0.701,the aesthetic
הקודקס,1895,0.701,the codex
קרובה,1895,0.701,close
חסרי,1895,0.701,lacking
מצומצם,1894,0.701,limited
נבנה,1894,0.701,was built
האגודות,1894,0.701,the associations
גורדוניה,1894,0.701,Gordonia
הסוד,1893,0.701,the secret
הווה,1893,0.701,present time
שקרה,1893,0.701,that happened
במשלחת,1893,0.702,in a delegation
בקובנה,1892,0.702,in Kovna
ביה,1892,0.702,Bia
חיינו,1892,0.702,our life
האלבום,1892,0.702,the album
והלא,1892,0.702,and not
אצלם,1892,0.702,with them
בשלהי,1892,0.702,in my late
חמישים,1892,0.702,fifty
בניית,1892,0.702,construction
הידיעות,1891,0.702,the news
עושין,1891,0.702,we do
אריך,1890,0.702,Erich
מחיצה,1890,0.702,partition
החילונית,1890,0.702,the secular
מוסריים,1890,0.702,moral
להיערך,1889,0.702,get ready
הארמני,1888,0.702,the armenian
הפרטיזנים,1888,0.702,the partisans
ניו,1888,0.702,new
אדווה,1888,0.702,ripple
אנטי,1888,0.702,anti
לרוסיה,1887,0.702,to Russia
צעירה,1887,0.702,young woman
ייצוגים,1887,0.702,representations
הקומוניסטית,1887,0.702,the communist
נוגע,1886,0.702,touching
לתולדות,1886,0.702,to history
התעקשתי,1886,0.702,I insisted
פולה,1886,0.702,Paula
הקרונות,1886,0.702,the wagons
הטנדר,1885,0.702,the van
פרקי,1885,0.702,episodes
אלהי,1885,0.703,divine
אחריהם,1885,0.703,followed by
מיכל,1885,0.703,container
לנושא,1884,0.703,to the subject
אידיוט,1884,0.703,idiot
בהצגה,1884,0.703,in the show
למוסלמים,1884,0.703,to the Muslims
משמעית,1883,0.703,meaningful
כתיבת,1883,0.703,writing of
ואכמ,1883,0.703,and yes
אוטונומיה,1882,0.703,autonomy
זהותו,1882,0.703,his identity
שלהלן,1882,0.703,below
כט,1882,0.703,nineteenth
בתיה,1882,0.703,her houses
צרה,1881,0.703,trouble
השיפוטית,1881,0.703,the judicial
נחלקו,1881,0.703,split up
האסכולה,1880,0.703,the school
בזעיר,1880,0.703,in a tiny
אביבה,1880,0.703,Aviva
עסקים,1880,0.703,business
להרוג,1880,0.703,to kill
מתחילת,1879,0.703,from the beginning
כלכלה,1879,0.703,economy
כללה,1879,0.703,included
נרדמה,1879,0.703,fell asleep
נרטיב,1879,0.703,narrative
משתמשים,1878,0.703,users
הגבוהה,1878,0.703,the highest
וחוה,1878,0.703,and Eve
איגרת,1878,0.703,a letter
לסיכום,1878,0.703,in conclusion
במחלוקת,1877,0.704,in dispute
אנג'לס,1877,0.704,angels
סילביה,1877,0.704,Sylvia
עסקני,1876,0.704,businesslike
שמשון,1876,0.704,Samson
ארון,1876,0.704,closet
הבינו,1876,0.704,understood
ניסן,1875,0.704,Nissan
מפיו,1875,0.704,from his mouth
התביישתי,1875,0.704,I was ashamed
כהנא,1875,0.704,Kahana
בתוניס,1875,0.704,in Tunis
ךלמה,1875,0.704,Kalma
שהצעת,1875,0.704,you suggested
בהוצאת,1874,0.704,in publishing
ודבר,1874,0.704,and talk
ויתרתי,1874,0.704,I gave up
התיישבות,1874,0.704,settlement
ושניים,1874,0.704,and two
לשלוט,1874,0.704,control
חני,1873,0.704,Hani
בקושי,1873,0.704,barely
שלדעת,1873,0.704,that you know
לחבירו,1873,0.704,to his friend
בחוגי,1873,0.704,in my circles
הראשוני,1873,0.704,the initial
העומדים,1873,0.704,the standing
תני,1872,0.704,give
השריון,1872,0.704,the armor
כנרת,1872,0.704,Sea of Galilee
הלבנונית,1872,0.704,Lebanese
גולדשטיין,1871,0.704,Goldstein
שוויון,1871,0.704,equality
לאוכלוסייה,1871,0.704,to the population
בכבוד,1871,0.705,Sincerely
סיפורת,1871,0.705,fiction
האנגלי,1871,0.705,the english
להעיף,1871,0.705,kick out
יתש,1870,0.705,a goat
חרדיות,1870,0.705,ultra-Orthodox
החלון,1870,0.705,the window
מהחדר,1870,0.705,from the room
זרם,1870,0.705,current
נבחנים,1870,0.705,being tested
דעתם,1869,0.705,their opinion
הניגון,1869,0.705,the melody
הגולה,1869,0.705,the expatriate
גופה,1868,0.705,body
סטיב,1868,0.705,Steve
והשמ,1868,0.705,and the name
בואו,1868,0.705,come
שאפיינה,1867,0.705,characteristic
פרטיזנים,1867,0.705,Partisans
פסוקים,1867,0.705,verses
"ב""ה",1867,0.705,in her
ההשקפות,1866,0.705,the views
נסים,1866,0.705,miracles
קיבלתי,1866,0.705,I got
ברחובות,1866,0.705,in the streets
האלהים,1865,0.705,the god
מבוסס,1865,0.705,based
מבהיר,1865,0.705,clarifies
הסברים,1865,0.705,explanations
רחאל,1865,0.705,Rachel
הדיווח,1865,0.705,the report
רביקוביץ,1865,0.705,Rabikowitz
פירוט,1865,0.705,detail
דר,1865,0.706,Dr
הבהמה,1865,0.706,the beast
פלסטיניות,1864,0.706,Palestinians
האות,1864,0.706,signal
מגורים,1864,0.706,residence
הנחת,1864,0.706,assumption
לחיילים,1864,0.706,to the soldiers
סרטיפיקטים,1864,0.706,certificates
העיתונים,1863,0.706,the newspapers
עצי,1863,0.706,woody
יוצרים,1863,0.706,create
"בצה""ל",1863,0.706,in the IDF
מגוון,1862,0.706,diverse
בשבילי,1862,0.706,for me
ממזרח,1862,0.706,from the east
שמירת,1862,0.706,saving
כהצעת,1862,0.706,as you suggested
